Title,PID,Description
"Bagritskii, E. G.",faulconer-art:298,
"Bahlkabuh- Shokomish",faulconer-art:693,
"Bahnhof Tiergarten aus der fogle Der Tiergarten",faulconer-art:3624,
"Baigneuse debout, a mi-jambes",faulconer-art:2759,
"Baigneuses (Grande Planche)",faulconer-art:2043,
"Bailey Homestead, Grinnell, Iowa",grinnell:5829,"Photograph of the farmhouse built by James Bailey on 11th Avenue north of Grinnell High School. Photo ca. 1940s. Currently (2014) the Habitat for Humanity house is in this location."
"Bailey Park School Fourth Grade 1958/1959",grinnell:20212,"Class photo of the fourth grade class at Bailey Park School in Grinnell, Iowa, in 1958/1959. Lavina Osborn was the teacher. Top row, left to right: Miss Osborn, Dennis Whannel, Judy Kerr, Connie Walraven, Kelly Chady, Carolyn Wilson, Joan Whitcomb. Second row, left to right: Diane DeMeulenaere, Lance Wilson, Carol Jensen, Jim Sanders, Dodie Duncan. Third row, left to right: Betty Peak, Mary Warlet, Karen Strovers, Diana Jones, Janeen Thompson. Fourth row, left to right: Judy Haptenstal, Jerry Schalinske, Linda Bittner, Vicki Elliot, Robert Thornton. Fifth row, left to right: Mickey Reavis, Geoffrey Wozny, Markijean Pawlak, Dick Postels, Gary Johnson. Bottom row, left to right: Grace Haage (Bailey Park school principal), Greg Puls, Betty McHenry, Ron Van Wechel, Mike Green, Erin Petersen."
"Bailey and Rinefort Hardware Store",grinnell:12288,"View of the interior of the Bailey and Rinefort Hardware Store on Main Street in Grinnell, Iowa, in 1902. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-5, Views of Grinnell."
"Bal au Moulin Rouge",faulconer-art:6410,
"Balancing Acts",grinnell:23053,"Flyer inviting people to two community conversations about Life and Work in Grinnell consisting of a performance and a talkback session."
"Bald Eagles Feeding at DeSoto National Wildlife Refuge, Missouri Valley, Iowa",grinnell:15405,"Bald Eagles Feeding at DeSoto National Wildlife Refuge, Missouri Valley, Iowa"
"Baling Hay in Iowa",grinnell:16154,"Baling Hay in Iowa"
"Ballard Hall, Parsons College, Fairfield, Iowa",grinnell:15975,"Ballard Hall, Parsons College, Fairfield, Iowa"
"Ballingal Hotel, Ottumwa, Iowa",grinnell:15204,"Ballingal Hotel, Ottumwa, Iowa"
"Balloon Drop for Grinnell 2000 Foundation",grinnell:20343,"Balloons are suspended in a net over a crowd awaiting the official balloon drop for the Grinnell 2000 Foundation kick-off at the Grinnell High School gymnasium. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.15, slide 1."
"Balloon Release at a Peace Demonstration",grinnell:20105,"A cloud of balloons rises over Central Campus as part of a student peace demonstration protesting bombing in Libya. Called ""Blow Up Balloons, Not Bombs""."
Balloons,faulconer-art:1809,
"Banana Beau",faulconer-art:2947,
"Band Playing at The Limit",grinnell:20407,"A band playing at The Limit, the local center for teenagers in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.20, slide 20."
"Band Practice",grinnell:23450,"Band practicing together in a gymnasium."
"Band Stand, Eagle Point Park, Dubuque, Iowa",grinnell:16924,"Band Stand, Eagle Point Park, Dubuque, Iowa"
"Band Stand, Union Park, Des Moines, Iowa",grinnell:16848,"Union Park was established in 1896 at East 9th Street and Thompson Avenue as one of Des Moines' original five parks. The park was part of the old Thompson farm and started with sixteen acres of land. 1908 postmark. Number 6452."
"Band playing in front of Birdsell Wagons, Correctionville, Iowa",grinnell:18328,"View of a band playing in front of Birdsell Wagons. Livery stables in background. Title supplied by cataloger."
"Band stand, Central Park, Charles City, Iowa",grinnell:14572,"Woman and child sitting on the Central Park bandstand. The third block (Block 9) from the river along Mill Street (now North Main Street) was envisioned by city planners, Joseph and Malinda Kelly to be the center of the city so he set it aside as the public square, and it has ever since remained open as public land and park. It is now named Central Park. Central Park is listed on the National Register of Historic Places as part of the North Main Street Historic District. 1918 postmark. Number A-58774."
"Band stand, Dana, Iowa",grinnell:16882,"View of a gazebo bandstand in Dana, Iowa."
"Band, Peterson, Iowa",grinnell:15164,"Band, Peterson, Iowa"
Banishment,faulconer-art:647,
"Bank Block, Wadena, Iowa",grinnell:14835,"Bank Block, Wadena, Iowa"
"Bank Building, Kensett, Iowa",grinnell:15703,"Bank Building, Kensett, Iowa"
"Bank Buildings, Collins, Iowa",grinnell:16260,"Looking south on Main Street at the Exchange State Bank on the left with a train passing through in the background. The Exchange State Bank was established in 1902."
"Bank Holiday",faulconer-art:1106,
"Bank and Dry Goods Store, Millerton, Iowa",grinnell:15409,"Bank and Dry Goods Store, Millerton, Iowa"
"Bank and Masonic Hall, Danbury, Iowa",grinnell:16211,"The Danbury Trust and Savings Bank was built in 1911 and housed the bank on the first floor, and the Masonic Hall on the second floor. D.H. Hedrick served as the first president and the bank had a capital of $25,000. 1911 postmark."
"Bank and Street Scene, Hawarden, Iowa",grinnell:16694,"Bank and Street Scene, Hawarden, Iowa"
"Bank of Paullina Block, Paullina, Iowa",grinnell:16402,"Bank of Paullina Block, Paullina, Iowa"
"Bank of Paullina Block, Paullina, Iowa",grinnell:15188,"Bank of Paullina Block, Paullina, Iowa"
"Bank of Pocahontas, Pocahontas, Iowa",grinnell:15154,"Bank of Pocahontas, Pocahontas, Iowa"
"Bank, Kingsley, Iowa",grinnell:16609,"Bank, Kingsley, Iowa"
"Bank, Smithland, Iowa",grinnell:14993,"Bank, Smithland, Iowa"
"Bankers Life Company, home office building, Des Moines, Iowa",grinnell:14680,"Looking northeast from High Street. Verso says: The Bankers Life Company, established in 1879 by Edward Temple, a pioneer Iowa banker in the best life insurance company west of the Mississippi River. Located at 711 High Street, Des Moines, Polk County, Iowa. 1947 postmark. Number 0B-H565."
"Banquet of the Piacevoli",faulconer-art:6564,"Della Bella made this etching at the age of seventeen, his first to be signed and dated in the plate. It records the banquet given August 1, 1627 in the Grand Salon of the Pitti Palace in honor of the hunting society known as the Piacevoli (the Pleasant Ones). Dell Bella had adorned the Medici coat of arms at the top with animal trophies."
"Banshee Pearls",faulconer-art:4237,
"Baptism of Christ",faulconer-art:1387,
"Baptist Church",grinnell:3332,"View of the Baptist Church at the northeast corner of 4th Avenue and Park Street in Grinnell, Iowa. The Brand apartments are visible to the right."
"Baptist Church and Parsonage, Waverly, Iowa",grinnell:14799,"Baptist Church and Parsonage, Waverly, Iowa"
"Baptist Church, Bedford, Iowa",grinnell:13864,"Looking southeast at a two-story brick church built in 1900 at a cost of $16,000. Located at 808 Main Street, Bedford, Taylor County, Iowa. 1911 postmark."
"Baptist Church, Germania, Iowa",grinnell:16733,"Baptist Church, Germania, Iowa"
"Baptist Church, Glenwood, Iowa",grinnell:15882,"Baptist Church, Glenwood, Iowa"
"Baptist Church, Grinnell, Iowa",grinnell:14019,"Looking northeast. In October 1864, the Baptist Church removed from its first location at 2nd & West Street and placed at 4th Avenue & Broad Street. It was torn down in the early 1950s. Number 156804."
"Baptist Church, Grinnell, Iowa",grinnell:14018,"1000 block of Fifth Avenue near Brand apartment building-photo verso. In October 1864, the Baptist Church removed from its first location at 2nd & West Street and placed at 4th Avenue & Broad Street. It was torn down in the early 1950s. Number 9622."
"Baptist Church, Grinnell, Iowa",grinnell:14364,"1000 block of Fifth Avenue near Brand apartment building-photo verso. In October 1864, the Baptist Church was removed from its 1st location at 2nd & West Street and placed at 4th Avenue & Broad Street. It was torn down in the early 1950s. Number 9622."
"Baptist Church, Grundy Center, Iowa",grinnell:15836,"Baptist Church, Grundy Center, Iowa"
"Baptist Church, Monroe, Iowa",grinnell:13865,"One story brick building. View of wooden steps to front entrance. 1910 postmark."
"Baptist Church, Sac City, Iowa",grinnell:15081,"Baptist Church, Sac City, Iowa"
"Baptist Church, Swea City, Iowa",grinnell:14920,"Baptist Church, Swea City, Iowa"
"Barbara Bush in Grinnell",grinnell:13015,"Barbara Bush, former first lady of the United States, was the guest of honor at a luncheon at the Grinnell Country Club in Grinnell, Iowa, in 1984 while campaigning for her husband, George H.W. Bush, candidate for the United States presidency. Left to right: Michael Mahaffey, Poweshiek County Republican chairman; Dorothy Pinder, Bush for President county chair; Mrs. Bush; and Mary Louise Smith, former chairman of the Republican National Committee. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-6, People."
"Barbaric and Roman Warriors",faulconer-art:1431,
"Barber Chair, Eastern State Penitentiary",faulconer-art:4211,
Barbershop,grinnell:6152,"At the east end of the 900 block of Main Street in Grinnell, Iowa. Post Office with barbershop in the cellar in 1919. Standing in front on either side of a barbershop pole are: Les Grooms, Barney (Bony) Little, unknown itinerant barber, G.B. McGuin (assistant postmaster) and Glen Anderson (post office). Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-3."
"Bare Death: the Failing Sacrifice of the Great War",grinnell:23081,"Vincent Sherry, Howard Nemerov Professor in the Humanities, Professor of English, Washington University, St. Louis talks about the literary history of the European War of 1914-1918."
"Barkdall St., Garrison, Iowa",grinnell:15884,"Barkdall St., Garrison, Iowa"
"Barkdoll St., Garrison, Iowa",grinnell:16736,"Barkdoll St., Garrison, Iowa"
"Barn Raising, Holy Cross, Iowa",grinnell:15784,"Barn Raising, Holy Cross, Iowa"
"Barney's Smoke House, Melbourne, Iowa",grinnell:14344,"Looking northeast at the barbershop and smoke house on Main Street. The city of Melbourne was plotted in 1882 and incorporated in 1895. It was the only town in Marshall County to be served continuously by 2 major railroads. Title supplied by cataloger. 1918 postmark. Number 599."
"Barnyard Sketches I",faulconer-art:1243,
"Barnyard Sketches II",faulconer-art:1244,
"Baroque Improvisation",faulconer-art:657,
"Barracks, Fort Des Moines, Des Moines, Iowa",grinnell:16758,"Looking northwest at several housing units for army officers who attended the Fort Des Moines Provisional Army Officer Training School established in 1901 on 640 acres, several miles south of downtown Des Moines. In 1917 the first officer candidate class of African Americans in US military history, trained at Fort Des Moines, and received commissions. Also in 1917 a training camp for black medical personnel began, and in 1918 the fort was used for the treatment of World War I casualties. In 1933-34 it was used as a Civilian Conservation Corps camp. With the entry of the United States into World War II, the fort was used as a training center for women, for service in the Army's Women's Army Corps. After the war, the fort housed veteran soldiers for a time, and was turned over to the city in the early 1950s. Much of the original 640-acre base was sold off for development as the city grew. A number of the fort's buildings still stand, mainly on the southern and eastern edges of the parade ground. These buildings, including barracks, quarters, and stables, are now used for a variety of civic and commercial purposes. It is listed in the National Register of Historic Places. 1906 postmark. Number 1749."
"Barry Homrighaus",grinnell:5103,"Photo of Barry J. Homrighaus '73 from Mohawk, NY working in psychology department"
"Barry Huff",grinnell:5105,"Photo of Barry Huff '73"
"Barry Krost ‘81",grinnell:19432,"Alumni oral history interview with Barry Krost '81. Recorded June 4, 2011."
"Bartlett Hall, Iowa State Teachers College, Cedar Falls, Iowa",grinnell:13582,"Looking northwest at Bartlett Hall. The first unit of Bartlett Hall, a dormitory, was completed in 1915, second unit in 1916, third unit in 1924 costing a total of $475,000. 1923 postmark. Number R-85080."
"Bartlett Hall, women's dormitory, Iowa State Teacher College,Cedar Falls, Iowa",grinnell:13581,"Looking west at unit 1 of Bartlett Hall which was named in honor of Moses Willard Bartlett. Professor Bartlett was a member of the first faculty of the Normal School in 1876. Unit 1 was completed in 1915. Number 5C-K520."
"Baseball Grinnell vs Cornell 1976",grinnell:5944,"Baseball game Grinnell College vs Cornell College. Charlie Gogel, calss of 1979, at bat."
"Baseball Grinnell vs Simpson 1976",grinnell:5945,"Baseball game Grinnell College vs Simpson College. Craig Zippe, class of 1976, running the bases."
"Baseball Grinnell vs William Penn 1974",grinnell:5943,"Baseball game of Grinnell College vs William Penn University."
"Baseball Park, Sabula, Iowa",grinnell:15084,"Baseball Park, Sabula, Iowa"
"Baseball Team, Miles, Iowa",grinnell:16528,"Baseball Team, Miles, Iowa"
"Baseball on Mac Field",grinnell:5942,"A game of baseball on Mac field."
"Based on the poem Gypsies,   'Life, why are you given to me""",faulconer-art:626,
"Basement Windows of Herald Register Building",grinnell:21631,"Basement windows of the Herald Register Building at 813 Fifth Avenue in downtown Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.34, slide 7."
Basilisk,faulconer-art:6377,
Basket,faulconer-art:2358,
